******************************************************************
*    One-Year Scenario of Activities - Elderly in the SMAF Profile: P1  *
*    Coded version - 28/03/2015		                                   * 
*    Format : 										   *
*    <starting time> <end time> <action/activity code>		   *
*												   *
*    eHealth Monitoring Open Data Project					   *
*    https://sourceforge.net/projects/ehealthmonitoringproject/     *
9155109 9178046 24
9178212 9178786 7
9178902 9190770 24
9191014 9191680 3
9191777 9191982 5
9192070 9192558 2
9192671 9192864 4
9192961 9193390 13
9193424 9193741 7
9193839 9194160 4
9194243 9194831 15
9194901 9196258 1
9196390 9196591 4
9196677 9200272 35
9200344 9203067 16
9203154 9203507 4
9203567 9206324 1
9206459 9206804 34
9206914 9207095 4
9207171 9207690 13
9207759 9208575 17
9208688 9209271 7
9209354 9209622 4
9209710 9209861 18
9209938 9218872 24
9219000 9219306 4
9219418 9219728 13
9219790 9224429 19
9224521 9225331 12
9225450 9225747 4
9225845 9227749 35
9227837 9228424 7
9228486 9228811 4
9228890 9229346 7
9229444 9229723 4
9229809 9232802 19
9232901 9235456 16
9235456 9239056 1
9239129 9239549 2
9239633 9266436 24
9266597 9267012 7
9267083 9267282 4
9267362 9275494 24
9275736 9276054 4
9276123 9276494 2
9276601 9277192 7
9277304 9277512 4
9277589 9277905 13
9278005 9278290 4
9278365 9279537 3
9279623 9279802 5
9279885 9280440 15
9280511 9281877 1
9282053 9282355 4
9282444 9282892 14
9282978 9286394 19
9286463 9289541 16
9289659 9291497 19
9291607 9291957 7
9292027 9292245 4
9292334 9295885 1
9296063 9296276 18
9296363 9303607 24
9303696 9304044 13
9304132 9304830 17
9304943 9305268 4
9305333 9307016 17
9307096 9309849 19
9309969 9312369 16
9312369 9315969 1
9316116 9316329 34
9316422 9316749 13
9316838 9320274 35
9320375 9320940 7
9321005 9321308 4
9321371 9328505 19
9328572 9329116 2
9329223 9351359 24
9351504 9351853 7
9351939 9364286 24
9364554 9364744 4
9364839 9365315 13
9365404 9365853 2
9365949 9366243 4
9366349 9366709 7
9366790 9367049 4
9367156 9368253 3
9368340 9368523 5
9368595 9368940 15
9369058 9370811 1
9370894 9373474 16
9373592 9373800 4
9373903 9377405 1
9377559 9377765 34
9377863 9378196 4
9378263 9379559 19
9379670 9379986 13
9380047 9381601 19
9381720 9381917 4
9382025 9382832 17
9382939 9383202 34
9383283 9385124 19
9385194 9385514 4
9385620 9386404 17
9386494 9386679 4
9386743 9387248 7
9387312 9387559 4
9387644 9388095 7
9388205 9388443 18
9388529 9396091 24
9396161 9402513 19
9402621 9403134 2
9403219 9403539 6
9403677 9414106 33
9414175 9414597 2
9414686 9436342 24
9436479 9437025 7
9437130 9437478 4
9437577 9450954 24
9451208 9451565 4
9451681 9452141 2
9452302 9452891 13
9452996 9453227 4
9453310 9453842 7
9453963 9455162 3
9455228 9455515 5
9455599 9455905 15
9455976 9457529 1
9457670 9458185 7
9458278 9458542 4
9458644 9460324 10
9460391 9463132 11
9463201 9466152 16
9466217 9466541 4
9466624 9467816 17
9467898 9468109 18
9468200 9469531 19
9469603 9472672 1
9472753 9481479 24
9481558 9487615 19
9487682 9489897 16
9489897 9493497 1
9493659 9498166 19
9498241 9498676 2
9498764 9523659 24
9523786 9524203 7
9524305 9533649 24
9533864 9534690 3
9534844 9535286 13
9535312 9535783 7
9535849 9536097 4
9536158 9536749 2
9536814 9537110 4
9537186 9537670 15
9537746 9539156 1
9539307 9539713 14
9539819 9541809 19
9541926 9542499 7
9542565 9542811 4
9542926 9545737 19
9545815 9548244 16
9548305 9548560 4
9548640 9548874 34
9548971 9551753 1
9551886 9552216 34
9552289 9552854 7
9552968 9553213 4
9553308 9553854 13
9553924 9554393 7
9554505 9554793 4
9554884 9556759 19
9556858 9557097 18
9557178 9565449 24
9565532 9570427 19
9570542 9573730 16
9573730 9577330 1
9577459 9577773 34
9577878 9578197 7
9578310 9578648 4
9578728 9580696 35
9580762 9581323 13
9581421 9585039 19
9585108 9585664 2
9585753 9609316 24
9609442 9609850 7
9609919 9620668 24
9620894 9621125 4
9621186 9621488 13
9621565 9622123 7
9622238 9622444 4
9622534 9622835 2
9622975 9623320 4
9623410 9624409 3
9624495 9624711 5
9624774 9625160 15
9625275 9626542 1
9626701 9626965 4
9627074 9627392 6
9627509 9628455 17
9628526 9632038 35
9632123 9637735 33
9637803 9639702 16
9639799 9640147 4
9640210 9641327 17
9641436 9643790 1
9643941 9644207 34
9644273 9644524 4
9644614 9646910 19
9646988 9647319 4
9647434 9647579 18
9647650 9656096 24
9656184 9660320 19
9660421 9663652 16
9663652 9667252 1
9667400 9667692 34
9667762 9668443 12
9668515 9668951 7
9669051 9669279 4
9669376 9674810 19
9674882 9675448 2
9675537 9703027 24
9703164 9703722 7
9703831 9704117 4
9704192 9711577 24
9711782 9712140 4
9712260 9712639 2
9712742 9713051 4
9713118 9713459 13
9713550 9713844 4
9713925 9714782 3
9714860 9715123 5
9715218 9715756 7
9715834 9716024 4
9716086 9716653 15
9716722 9718312 1
9718383 9720365 16
9720465 9720672 4
9720762 9721644 17
9721742 9722122 13
9722234 9724266 19
9724332 9724508 18
9724622 9725943 19
9726011 9726461 7
9726561 9726853 4
9726938 9730456 1
9730520 9738727 24
9738788 9741644 19
9741729 9742308 13
9742391 9743026 17
9743118 9743987 12
9744083 9745196 17
9745289 9748723 19
9748808 9748993 34
9749098 9752698 1
9752835 9753158 34
9753238 9753539 4
9753633 9756691 16
9756778 9757225 2
9757326 9783798 24
9783970 9784387 7
9784482 9792809 24
9793044 9794032 3
9794109 9794418 5
9794536 9794962 7
9795043 9795273 4
9795348 9795662 2
9795738 9796290 13
9796356 9796665 4
9796785 9797174 15
9797285 9798831 1
9798893 9799197 7
9799308 9799642 4
9799716 9802459 19
9802556 9803007 14
9803076 9804932 16
9805022 9805212 4
9805292 9807000 19
9807085 9810134 1
9810267 9810492 18
9810571 9810820 34
9810888 9811096 4
9811168 9813521 19
9813581 9814138 7
9814223 9822396 24
9822466 9822880 7
9822998 9823257 4
9823371 9824967 17
9825042 9830986 19
9831067 9831431 2
9831511 9832231 17
9832334 9832573 34
9832668 9833098 13
9833169 9835027 19
9835104 9835945 17
9836056 9838658 16
9838658 9842258 1
9842388 9842681 34
9842762 9843112 2
9843181 9858915 24
9859086 9859493 7
9859573 9878100 24
9878263 9878686 7
9878925 9879261 4
9879345 9879766 7
9879836 9880685 3
9880771 9881068 5
9881183 9881552 13
9881624 9881956 2
9882031 9882342 4
9882459 9883004 15
9883084 9884814 1
9884945 9885171 4
9885259 9886298 17
9886406 9888845 35
9888914 9889322 7
9889397 9892089 16
9892154 9892472 4
9892588 9895383 1
9895544 9895698 18
9895775 9896071 34
9896160 9896381 4
9896485 9896962 13
9897036 9897241 4
9897349 9899355 19
9899437 9899771 7
9899842 9900187 4
9900270 9908998 24
9909148 9909810 17
9909919 9910222 4
9910332 9911627 17
9911710 9918144 19
9918211 9918944 12
9919011 9919203 4
9919286 9921384 16
9921384 9924984 1
9925122 9925617 7
9925714 9925964 4
9926033 9926488 2
9926581 9927022 7
9927105 9927322 4
9927436 9929511 19
9929580 9929899 2
9930016 9952050 24
9952207 9952737 7
9952821 9965865 24
9966048 9966268 4
9966374 9966688 7
9966806 9967034 4
9967098 9967460 2
9967557 9968077 13
9968177 9969312 3
9969397 9969610 5
9969683 9970183 15
9970259 9971635 1
9971807 9973783 19
9973883 9974308 7
9974368 9974689 4
9974790 9975360 7
9975434 9975683 4
9975760 9979030 16
9979160 9979438 34
9979534 9982936 1
9983072 9983214 18
9983329 9983548 34
9983666 9984263 13
9984362 9985746 19
9985814 9986123 4
9986213 9986559 7
9986639 9995116 24
9995248 9995555 7
9995655 9995837 4
9995906 9996402 13
9996501 9996791 4
9996904 9998373 17
9998450 10004001 19
10004085 10006183 16
10006183 10009783 1
10009956 10015701 19
10015765 10016123 2
10016227 10036013 24
10036139 10036678 7
10036774 10051231 24
10051424 10052271 3
10052405 10052970 2
10053134 10053521 7
10053606 10053791 4
10053890 10054341 13
10054436 10054752 4
10054826 10055170 15
10055235 10056743 1
10056917 10057188 4
10057282 10058598 10
10058677 10061504 11
10061590 10062016 13
10062091 10065462 16
10065609 10065906 34
10065987 10066477 7
10066553 10066773 4
10066850 10069463 1
10069597 10069789 34
10069905 10070309 13
10070398 10070623 18
10070713 10072949 19
10073023 10080312 24
10080432 10081013 7
10081131 10081460 4
10081565 10081919 13
10082035 10082265 4
10082354 10083113 17
10083216 10083690 7
10083770 10090245 19
10090322 10090921 13
10091031 10091552 7
10091670 10091860 4
10091965 10094264 19
10094353 10097024 16
10097024 10100624 1
10100772 10100972 4
10101052 10103343 19
10103430 10103928 2
10103997 10126877 24
10127014 10127361 7
10127437 10138829 24
10139039 10139316 4
10139394 10139695 13
10139792 10140039 4
10140148 10140473 2
10140582 10140957 7
10141039 10141221 4
10141316 10142211 3
10142291 10142575 5
10142645 10143219 15
10143292 10144907 1
10145084 10145397 13
10145495 10146562 17
10146663 10147091 7
10147173 10147389 4
10147455 10150289 35
10150356 10153454 16
10153541 10154611 17
10154680 10155167 7
10155228 10155583 4
10155657 10157658 1
10157787 10158092 34
10158206 10158519 4
10158626 10159470 17
10159534 10160953 19
10161070 10161279 4
10161348 10163184 19
10163300 10163885 7
10163968 10165625 19
10165739 10166249 13
10166317 10166572 4
10166667 10166834 18
10166924 10175215 24
10175303 10181835 19
10181912 10182228 2
10182333 10182753 6
10182878 10192465 33
10192537 10192967 2
10193045 10212992 24
10213166 10213702 7
10213763 10228165 24
10228376 10228562 4
10228629 10229726 3
10229836 10229995 5
10230076 10230578 7
10230694 10231020 4
10231084 10231676 2
10231835 10232255 13
10232328 10232554 4
10232624 10232975 15
10233052 10234690 1
10234820 10235129 7
10235234 10235523 4
10235620 10236041 6
10236135 10241887 33
10241949 10245059 16
10245150 10245458 7
10245548 10245773 4
10245889 10248273 19
10248348 10249242 17
10249305 10249435 18
10249509 10250040 7
10250103 10250430 4
10250509 10252678 1
10252743 10260273 24
10260362 10265187 19
10265298 10267958 16
10267958 10271558 1
10271700 10271938 34
10272011 10272210 4
10272312 10272741 13
10272820 10273638 12
10273756 10274010 4
10274109 10274640 13
10274708 10275063 2
10275171 10294267 24
10294399 10294903 7
10294980 10310656 24
10310884 10311124 4
10311213 10311738 13
10311816 10312163 4
10312230 10312775 2
10312855 10313134 4
10313215 10313792 7
10313864 10314950 3
10315043 10315299 5
10315364 10315669 15
10315777 10317259 1
10317396 10317752 4
10317820 10320749 19
10320850 10321362 14
10321427 10324135 16
10324227 10324652 7
10324753 10325025 4
10325091 10325532 7
10325635 10325992 4
10326076 10326390 34
10326501 10329103 1
10329262 10329454 34
10329528 10329804 4
10329881 10330382 13
10330491 10331992 19
10332068 10332287 4
10332349 10333909 19
10334028 10334263 4
10334350 10335515 17
10335581 10335799 4
10335897 10337767 19
10337847 10338719 17
10338798 10338962 18
10339043 10346944 24
10347017 10350015 19
10350121 10352705 16
10352705 10356305 1
10356470 10356715 34
10356784 10357084 4
10357145 10357780 17
10357843 10368198 33
10368281 10368610 2
10368705 10391844 24
10391973 10392425 7
10392492 10403823 24
10404030 10404343 4
10404460 10404912 13
10404993 10405217 4
10405287 10406203 3
10406318 10406814 15
10406917 10408497 1
10408581 10411728 16
10411818 10412066 4
10412137 10413476 19
10413577 10414102 7
10414206 10414443 4
10414510 10415095 13
10415191 10417112 19
10417177 10417555 7
10417645 10417863 4
10417935 10420652 1
10420799 10421035 18
10421118 10428342 24
10428464 10428952 13
10429013 10430417 17
10430500 10432984 19
10433087 10436193 16
10436193 10439793 1
10439917 10440233 34
10440304 10440488 4
10440552 10443586 35
10443690 10444021 34
10444087 10444901 12
10444966 10448259 35
10448327 10448642 2
10448750 10470939 24
10471077 10471556 7
10471652 10471889 4
10472007 10484846 24
10485051 10485318 4
10485395 10486375 3
10486461 10486781 5
10486869 10487267 7
10487376 10487707 4
10487814 10488393 13
10488491 10488676 4
10488746 10489134 2
10489248 10489430 4
10489515 10489831 15
10489945 10491220 1
10491372 10491643 4
10491704 10492758 17
10492839 10493404 14
10493499 10496221 35
10496290 10498674 16
10498760 10499047 4
10499137 10501676 1
10501847 10501973 18
10502090 10503679 19
10503758 10503982 34
10504093 10504354 4
10504457 10505090 17
10505162 10513966 24
10514074 10514670 7
10514787 10515076 4
10515170 10515685 13
10515762 10519663 19
10519770 10522154 16
10522215 10522454 34
10522557 10526157 1
10526315 10526575 34
10526688 10526936 4
10527051 10529646 19
10529726 10530301 7
10530407 10530609 4
10530727 10531141 7
10531227 10531412 4
10531495 10532653 17
10532756 10533480 12
10533574 10533850 4
10533925 10534239 2
10534347 10549505 24
10549670 10550245 7
10550336 10569914 24
10570153 10570390 4
10570460 10570976 2
10571057 10571502 7
10571594 10572577 3
10572756 10573095 13
10573183 10573515 4
10573618 10574149 15
10574252 10575879 1
10576017 10577123 17
10577223 10579763 35
10579850 10580422 7
10580498 10583836 16
10583948 10584222 4
10584299 10584646 34
10584725 10585400 17
10585507 10585673 18
10585784 10586219 13
10586329 10588600 19
10588667 10589285 17
10589402 10591354 19
10591463 10591753 34
10591843 10592179 4
10592293 10594200 1
10594276 10602391 24
10602466 10608855 19
10608971 10609661 17
10609733 10614973 19
10615052 10617618 16
10617618 10621218 1
10621287 10621685 2
10621797 10645314 24
10645456 10645915 7
10646019 10646315 4
10646388 10657460 24
10657648 10658715 3
10658876 10659425 13
10659541 10659863 2
10660016 10660458 7
10660520 10660709 4
10660826 10661313 15
10661429 10662712 1
10662848 10663149 4
10663219 10665046 10
10665146 10667574 11
10667646 10669530 16
10669639 10669993 4
10670077 10672978 1
10673139 10673319 18
10673438 10673870 13
10673963 10676195 19
10676302 10676641 34
10676729 10677035 4
10677127 10677363 34
10677424 10677760 7
10677829 10686653 24
10686822 10687203 7
10687300 10687585 4
10687667 10688109 13
10688173 10688397 4
10688461 10689023 7
10689088 10691652 19
10691717 10694912 16
10694912 10698512 1
10698635 10698957 4
10699045 10705453 19
10705555 10708025 35
10708106 10708647 2
10708711 10734245 24
10734386 10734891 7
10734963 10735260 4
10735345 10744739 24
10744946 10745189 4
10745302 10745896 13
10745967 10746378 2
10746450 10746780 4
10746854 10747341 7
10747415 10748029 3
10748098 10748250 5
10748323 10748910 15
10749010 10750411 1
10750499 10750997 7
10751090 10751294 4
10751392 10752298 17
10752395 10755987 35
10756076 10759007 16
10759093 10759348 4
10759416 10759773 34
10759876 10763219 1
10763397 10763564 18
10763671 10764457 17
10764546 10773210 24
10773321 10773732 13
10773845 10774390 7
10774480 10774735 4
10774827 10776371 17
10776434 10778778 19
10778895 10779488 6
10779648 10789962 33
10790098 10790526 7
10790634 10790975 4
10791081 10794533 19
10794599 10795025 2
10795102 10810793 24
10810931 10811480 7
10811591 10830407 24
10830638 10830843 4
10830922 10831470 2
10831646 10832070 7
10832182 10832895 3
10832977 10833308 5
10833391 10833801 13
10833887 10834072 4
10834143 10834524 15
10834641 10836235 1
10836410 10837027 17
10837112 10843390 33
10843477 10846902 16
10847014 10848014 17
10848087 10848438 7
10848527 10848794 4
10848900 10852060 1
10852209 10852377 18
10852448 10860562 24
10860668 10861161 7
10861246 10861448 4
10861530 10866153 19
10866243 10866864 12
10866962 10867364 7
10867446 10867633 4
10867700 10871300 1
10871420 10871720 34
10871820 10872127 13
10872212 10874791 19
10874868 10875459 7
10875543 10875771 4
10875874 10879038 16
10879139 10879369 34
10879443 10879942 2
10880008 10905079 24
10905240 10905753 7
10905836 10915014 24
10915145 10915548 7
10915740 10916808 3
10916891 10917204 5
10917317 10917766 7
10917867 10918158 4
10918264 10918646 13
10918732 10919182 2
10919256 10919472 4
10919551 10919932 15
10920044 10921321 1
10921493 10922391 17
10922494 10925427 35
10925542 10926732 17
10926812 10928877 16
10928950 10929190 4
10929274 10929589 7
10929676 10929911 4
10930003 10931628 19
10931712 10934348 1
10934472 10934679 18
10934757 10935230 7
10935339 10935606 4
10935708 10936914 19
10936979 10945365 24
10945472 10945980 13
10946095 10947313 17
10947396 10947723 7
10947790 10950044 19
10950132 10953311 35
10953399 10954268 17
10954364 10963101 33
10963180 10963489 4
10963582 10966964 16
10967026 10967593 2
10967657 10996193 24
10996331 10996794 7
10996876 11003002 24
11003265 11003512 4
11003574 11004107 13
11004183 11004678 2
11004790 11005064 4
11005165 11005587 7
11005682 11005884 4
11005963 11006996 3
11007060 11007237 5
11007310 11007907 15
11007991 11009529 1
11009617 11010050 7
11010122 11010455 4
11010538 11012680 19
11012748 11015082 16
11015261 11015456 34
11015521 11018456 1
11018602 11018783 18
11018875 11019416 7
11019521 11019787 4
11019875 11020152 34
11020249 11021989 19
11022085 11022299 4
11022384 11022712 13
11022832 11024159 19
11024238 11032525 24
11032641 11032985 7
11033097 11033447 4
11033537 11033928 13
11034032 11034954 17
11035037 11041381 19
11041497 11042102 12
11042172 11042586 13
11042687 11042937 4
11043043 11046643 1
11046782 11046984 34
11047068 11048073 17
11048147 11048699 6
11048856 11058990 33
11059079 11059528 2
11059621 11082688 24
11082849 11083351 7
11083448 11083670 4
11083740 11095551 24
11095748 11095956 4
11096055 11096591 7
11096710 11096891 4
11096958 11097534 13
11097637 11097831 4
11097933 11099065 3
11099184 11099498 5
11099600 11100083 2
11100151 11100448 4
11100527 11100833 15
11100906 11102679 1
11102743 11105173 16
11105317 11105655 34
11105746 11105943 4
11106035 11106361 34
11106463 11110038 1
11110038 11110227 4
11110288 11112289 19
11112352 11112545 18
11112605 11120977 24
11121050 11126147 19
11126216 11126809 2
11126930 11135290 33
11135362 11135630 4
11135741 11140402 19
11140480 11140874 2
11140962 11156315 24
11156476 11156820 7
11156939 11157145 4
11157246 11176635 24
11176863 11177128 4
11177223 11177691 2
11177780 11178222 13
11178324 11178666 4
11178768 11179255 7
11179370 11179691 4
11179805 11180607 3
11180695 11180844 5
11180956 11181498 15
11181590 11182926 1
11183000 11183397 7
11183486 11183756 4
11183837 11185716 35
11185800 11188826 16
11188954 11189144 34
11189251 11189848 13
11189953 11190163 4
11190245 11192812 1
11192978 11193277 34
11193355 11194025 17
11194109 11196062 19
11196176 11196326 18
11196413 11203903 24
11204046 11204637 13
11204752 11205150 7
11205248 11205463 4
11205558 11206011 7
11206120 11206443 4
11206560 11207625 17
11207714 11210051 19
11210111 11210438 34
11210545 11211417 12
11211529 11211819 4
11211896 11214226 35
11214306 11222259 33
11222414 11222717 7
11222820 11223009 4
11223087 11223663 7
11223729 11223955 4
11224022 11224706 17
11224769 11225241 2
11225326 11225721 2
11225806 11250100 24
11250235 11250595 7
11250693 11260870 24
11261061 11261993 3
11262156 11262508 13
11262616 11262919 7
11263000 11263253 4
11263324 11263640 2
11263817 11264095 4
11264168 11264550 15
11264611 11266343 1
11266520 11266935 7
11267010 11267298 4
11267399 11268781 10
11268887 11271681 11
11271743 11274856 16
11274919 11275457 7
11275572 11275853 4
11275933 11278767 1
11278932 11279134 18
11279232 11279816 13
11279898 11280161 4
11280272 11282167 19
11282272 11282592 4
11282673 11291397 24
11291547 11292053 7
11292127 11292366 4
11292428 11292845 13
11292930 11293166 4
11293242 11293642 7
11293731 11297851 19
11297922 11300147 16
11300147 11303747 1
11303920 11304218 34
11304296 11304529 4
11304598 11305741 17
11305821 11306436 12
11306551 11310044 35
11310126 11310518 2
11310587 11310936 6
11311102 11320071 33
11320161 11320583 2
11320697 11342242 24
11342406 11342957 7
11343044 11343277 4
11343380 11356833 24
11357043 11357796 3
11357876 11358035 5
11358145 11358647 13
11358710 11359024 2
11359093 11359587 7
11359694 11359915 4
11360001 11360402 15
11360485 11362114 1
11362193 11364533 16
11364609 11365861 19
11365958 11366185 4
11366273 11368649 1
11368794 11369029 18
11369107 11377114 24
11377265 11377685 7
11377770 11378048 4
11378167 11378689 13
11378758 11379617 17
11379700 11386569 19
11386643 11387573 17
11387691 11388278 13
11388356 11393253 19
