*****************************************************************************************************
*    One-Year Scenario of Activities - Elderly with dependency level changes:   					*
*    P1 for months 1-2-3 ; P3 for months 4-5-6 ; P6 for months 7-8-9 and P8/P9 for months 10-11-12	*
*    Coded version - 28/03/2015   	                                   		         					* 
*    Format : 										                 					*
*    <starting time> <end time> <action/activity code>		                 					*
*												                 					*
*    eHealth Monitoring Open Data Project					                 					*
*    https://sourceforge.net/projects/ehealthmonitoringproject/                   					*
9554409 9555671 19
9555732 9564389 24
9564560 9565112 7
9565218 9565552 4
9565624 9568071 19
9568144 9568780 12
9568870 9572720 19
9572828 9573128 2
9573205 9573597 7
9573684 9573976 4
9574053 9574397 13
9574488 9574953 7
9575051 9575300 4
9575362 9578962 1
9579100 9581237 19
9581354 9581813 2
9581919 9582574 17
9582636 9584666 35
9584727 9585094 2
9585200 9600279 24
9600457 9600838 7
9600902 9620208 24
9620413 9621097 3
9621197 9621531 5
9621628 9622055 7
9622169 9622501 4
9622609 9622938 2
9623090 9623350 4
9623449 9623923 13
9623994 9624337 4
9624410 9624910 15
9624986 9626362 1
9626534 9627193 17
9627293 9627718 2
9627778 9630987 19
9631101 9638232 33
9638299 9640788 16
9640897 9641461 7
9641554 9641740 4
9641853 9642297 7
9642368 9642704 4
9642777 9643127 34
9643237 9646778 1
9646868 9654731 24
9654807 9660127 19
9660192 9660566 2
9660663 9667722 19
9667812 9669889 16
9669889 9673489 1
9673567 9673874 2
9673974 9688499 24
9688628 9689124 7
9689223 9709448 24
9709695 9710628 3
9710721 9710939 5
9711013 9711350 7
9711414 9711754 4
9711821 9712179 13
9712283 9712695 2
9712791 9712980 4
9713054 9713398 15
9713463 9714971 1
9715145 9715416 4
9715510 9715839 13
9715918 9718236 35
9718307 9720752 16
9720836 9722641 19
9722727 9722982 34
9723094 9726570 1
9726728 9726938 34
9727012 9727204 4
9727266 9734899 24
9735071 9735475 13
9735564 9736126 7
9736216 9736551 4
9736646 9737095 7
9737155 9737508 4
9737613 9739115 17
9739180 9742644 19
9742721 9743055 34
9743123 9743413 4
9743508 9746505 16
9746505 9750105 1
9750255 9750585 34
9750675 9751566 12
9751632 9757443 19
9757506 9757996 2
9758085 9778570 24
9778735 9779067 7
9779134 9792969 24
9793214 9793513 4
9793582 9794059 2
9794136 9794344 4
9794409 9794723 7
9794812 9795089 4
9795167 9795468 13
9795565 9795812 4
9795907 9796802 3
9796882 9797166 5
9797236 9797810 15
9797883 9799498 1
9799675 9799988 13
9800086 9801153 17
9801254 9801682 7
9801764 9801980 4
9802046 9804880 35
9804947 9808045 16
9808132 9809202 17
9809271 9809758 7
9809819 9810174 4
9810248 9812249 1
9812411 9812613 34
9812727 9813040 4
9813147 9813991 17
9814075 9821385 24
9821478 9821830 4
9821912 9822311 13
9822380 9823616 17
9823732 9824317 7
9824400 9824649 4
9824729 9827209 19
9827277 9828030 12
9828132 9830890 35
9830957 9833000 16
9833000 9836600 1
9836766 9837051 34
9837171 9837460 4
9837573 9839532 35
9839595 9839940 2
9840040 9840290 4
9840398 9840788 13
9840901 9841472 2
9841542 9844726 19
9844800 9845215 2
9845335 9861304 24
9861480 9862030 7
9862101 9880654 24
9880863 9882023 3
9882093 9882351 5
9882469 9882839 7
9882924 9883131 4
9883204 9883581 13
9883641 9883954 2
9884067 9884284 4
9884354 9884705 15
9884782 9886420 1
9886490 9886799 7
9886904 9887193 4
9887290 9887711 14
9887805 9889957 19
9890019 9893129 16
9893220 9893528 7
9893618 9893843 4
9893959 9896343 19
9896418 9897312 17
9897377 9899523 1
9899689 9899869 34
9899937 9900333 13
9900399 9907919 24
9908094 9908375 4
9908486 9908929 13
9909008 9909226 4
9909308 9910296 17
9910369 9910700 7
9910783 9911090 4
9911163 9916170 19
9916274 9916677 7
9916762 9917028 4
9917134 9919401 16
9919401 9923001 1
9923141 9923503 7
9923575 9923805 4
9923870 9929681 19
9929751 9930236 2
9930341 9953766 24
9953942 9954389 7
9954498 9966088 24
9966320 9966515 4
9966630 9967184 2
9967293 9967675 7
9967768 9968708 3
9968774 9969104 5
9969191 9969553 13
9969631 9969913 4
9969978 9970283 15
9970391 9971873 1
9972010 9972366 4
9972434 9975363 19
9975464 9975976 14
9976041 9978749 16
9978841 9979266 7
9979367 9979639 4
9979705 9980146 7
9980249 9980606 4
9980690 9981004 34
9981115 9983717 1
9983717 9983940 4
9984042 9984274 34
9984368 9984695 4
9984757 9986317 19
9986436 9986671 4
9986752 9994766 24
9994871 9995438 13
9995504 9995722 4
9995820 9997090 17
9997177 9997477 4
9997547 10001339 19
10001422 10003992 16
10003992 10007592 1
10007716 10008215 13
10008331 10008645 4
10008728 10009074 7
10009145 10009484 4
10009547 10015504 19
10015565 10016128 2
10016194 10037010 24
10037166 10037528 7
10037618 10051437 24
10051629 10051818 4
10051922 10052419 2
10052569 10053060 13
10053177 10053527 7
10053707 10054853 3
10054921 10055215 5
10055300 10055616 15
10055730 10057005 1
10057157 10057428 4
10057523 10058430 17
10058509 10059069 13
10059162 10061681 19
10061788 10065300 35
10065378 10067614 16
10067717 10068184 7
10068286 10068606 4
10068723 10070566 1
10070704 10071013 34
10071100 10071362 4
10071445 10073493 19
10073558 10082412 24
10082511 10082752 4
10082827 10084350 17
10084414 10089726 19
10089844 10090558 12
10090644 10090953 7
10091034 10091363 4
10091479 10091939 13
10092024 10092918 17
10093029 10099179 19
10099293 10099818 2
10099909 10104925 19
10104991 10105582 2
10105652 10106168 13
10106249 10110666 19
10110758 10113706 35
10113825 10114164 7
10114268 10114531 4
10114650 10115774 17
10115891 10116129 34
10116220 10117260 17
10117342 10120418 16
10120418 10124018 1
10124100 10124456 2
10124530 10141214 24
10141421 10142554 3
10142636 10142846 5
10142910 10143391 2
10143462 10143914 7
10144012 10144329 4
10144434 10144844 13
10144909 10145239 4
10145342 10145873 15
10145976 10147603 1
10147741 10148847 17
10148936 10151928 16
10151998 10152259 4
10152350 10152684 34
10152796 10155535 1
10155711 10156046 34
10156153 10156402 4
10156489 10158683 19
10158750 10159368 17
10159446 10167964 24
10168099 10168540 13
10168652 10169197 7
10169291 10169562 4
10169662 10170608 17
10170695 10172816 19
10172906 10175584 16
10175584 10179184 1
10179306 10179521 4
10179619 10180106 13
10180184 10180882 12
10180994 10183934 35
10184016 10184475 13
10184579 10185565 17
10185651 10186035 2
10186106 10186385 4
10186447 10188526 19
10188598 10189190 2
10189282 10214545 24
10214678 10214982 7
10215053 10215330 4
10215410 10225227 24
10225413 10226356 3
10226483 10226861 2
10227011 10227369 4
10227450 10227909 7
10228027 10228287 4
10228403 10228848 13
10228957 10229283 4
10229400 10229887 15
10230003 10231286 1
10231422 10231723 4
10231793 10232250 2
10232350 10232936 6
10232999 10239232 33
10239316 10242852 16
10242936 10243226 4
10243327 10246024 1
10246097 10255074 24
10255228 10255692 7
10255806 10256127 4
10256193 10257064 17
10257143 10261490 19
10261559 10263721 16
10263721 10267321 1
10267471 10267697 34
10267789 10268577 17
10268684 10268990 7
10269067 10269409 4
10269485 10272786 35
10272874 10273268 7
10273343 10273632 4
10273718 10274046 13
10274158 10276856 19
10276920 10277417 2
10277523 10299462 24
10299590 10299926 7
10300033 10312364 24
10312597 10313678 3
10313780 10313989 5
10314097 10314424 13
10314453 10315013 7
10315114 10315403 4
10315488 10316031 2
10316143 10316481 4
10316554 10317141 15
10317241 10318642 1
10318730 10319228 7
10319321 10319525 4
10319623 10320529 17
10320626 10324218 35
10324307 10327238 16
10327324 10327579 4
10327647 10328004 34
10328107 10331450 1
10331628 10331878 34
10331985 10332221 4
10332310 10340974 24
10341085 10341496 13
10341609 10342154 7
10342244 10342499 4
10342591 10344135 17
10344198 10346542 19
10346661 10349760 35
10349872 10352452 16
10352452 10356052 1
10356226 10356431 34
10356509 10357169 12
10357232 10357463 4
10357525 10360983 19
10361068 10361371 2
10361451 10381033 24
10381193 10381535 7
10381614 10396975 24
10397183 10398250 3
10398381 10398705 13
10398818 10399275 2
10399388 10399637 4
10399750 10400169 7
10400278 10400541 4
10400612 10400993 15
10401110 10402704 1
10402879 10403496 17
10403581 10404027 14
10404141 10407074 35
10407174 10409606 19
10409673 10411781 16
10411870 10412137 4
10412243 10415403 1
10415552 10415804 34
10415887 10416380 7
10416465 10416667 4
10416758 10417590 17
10417654 10418133 13
10418213 10419687 19
10419758 10427025 24
10427099 10427404 4
10427464 10427964 13
10428064 10428693 17
10428778 10428984 4
10429060 10430145 17
10430213 10436227 19
10436332 10438554 16
10438554 10442154 1
10442298 10442510 34
10442589 10443347 12
10443460 10443655 4
10443722 10444235 13
10444352 10444855 7
10444943 10445242 4
10445346 10451760 19
10451840 10452353 2
10452436 10467617 24
10467748 10468151 7
10468260 10487424 24
10487650 10488732 3
10488905 10489354 2
10489455 10489940 7
10490059 10490321 4
10490389 10490768 13
10490858 10491067 4
10491146 10491527 15
10491639 10492916 1
10493088 10493986 17
10494089 10497022 35
10497101 10500560 16
10500720 10500927 34
10501000 10503402 1
10503525 10503795 34
10503887 10504700 17
10504788 10505155 7
10505217 10513718 24
10513814 10514287 7
10514396 10514663 4
10514753 10515280 13
10515389 10515696 4
10515756 10518408 19
10518519 10521027 16
10521027 10524627 1
10524785 10525033 34
10525121 10526181 17
10526268 10527109 12
10527195 10527589 7
10527692 10527996 4
10528060 10529195 17
10529259 10529854 13
10529932 10532710 35
10532801 10533342 7
10533461 10533708 4
10533793 10534103 2
10534183 10552331 24
10552509 10552984 7
10553075 10553329 4
10553406 10570070 24
10570297 10570499 4
10570578 10571611 3
10571675 10571852 5
10571962 10572468 2
10572569 10573138 7
10573204 10573456 4
10573556 10574103 13
10574197 10574459 4
10574532 10575129 15
10575213 10576751 1
10576839 10577272 7
10577344 10577677 4
10577760 10579902 19
10579980 10580549 13
10580639 10582590 16
10582655 10582949 4
10583035 10585751 1
10585903 10586227 34
10586316 10586676 4
10586773 10587034 34
10587105 10587333 4
10587418 10587746 13
10587866 10589193 19
10589289 10590354 17
10590466 10590816 4
10590892 10591953 17
10592038 10599963 24
10600025 10600509 13
10600592 10600848 4
10600927 10601672 17
10601773 10602162 7
10602229 10608569 19
10608666 10609511 12
10609601 10612920 35
10613016 10613449 13
10613549 10614700 17
10614774 10615117 13
10615222 10617429 19
10617504 10617850 2
10617957 10618562 17
10618622 10621883 35
10621998 10625598 1
10625676 10626192 2
10626295 10653892 24
10654065 10654546 7
10654655 10655009 4
10655111 10662262 24
10662493 10662773 4
10662836 10663348 7
10663462 10663652 4
10663712 10664388 3
10664467 10664773 15
10664846 10666619 1
10666760 10667106 4
10667178 10670558 16
10670649 10670977 7
10671086 10671364 4
10671483 10671810 13
10671873 10672224 34
10672296 10674705 1
10674705 10674973 4
10675034 10677035 19
10677096 10678087 17
10678160 10686459 24
10686537 10686893 4
10686954 10687351 13
10687423 10687870 7
10687981 10688256 4
10688334 10688841 7
10688905 10695989 19
10696058 10698618 35
10698714 10699857 17
10699938 10703538 1
10703693 10704161 13
10704250 10706905 35
10706982 10707492 2
10707569 10732092 24
10732229 10732802 7
10732918 10733259 4
10733356 10743452 24
10743668 10744815 3
10744954 10745447 2
10745510 10745832 4
10745929 10746253 13
10746370 10746592 4
10746676 10747104 7
10747221 10747435 4
10747547 10748089 15
10748181 10749517 1
10749591 10749988 7
10750077 10750347 4
10750428 10752307 35
10752408 10755691 19
10755755 10757655 16
10757822 10758180 34
10758285 10760382 1
10760524 10760781 34
10760881 10761435 7
10761495 10761687 4
10761765 10763105 19
10763211 10763464 4
10763529 10764041 13
10764128 10771784 24
10771863 10772432 13
10772550 10772972 7
10773052 10773242 4
10773337 10773790 7
10773899 10774222 4
10774339 10775404 17
10775493 10777830 19
10777890 10778217 34
10778324 10779196 12
10779308 10779598 4
10779675 10782005 35
10782093 10785693 1
10785819 10791518 19
10791598 10791987 2
10792081 10792414 4
10792499 10798009 19
10798073 10798446 2
10798522 10822029 24
10822172 10822652 7
10822745 10833730 24
10833985 10834176 4
10834237 10834558 13
10834642 10835073 2
10835196 10835775 7
10835949 10836874 3
10836944 10837064 5
10837137 10837519 15
10837580 10839312 1
10839489 10839904 7
10839979 10840267 4
10840368 10840714 2
10840820 10841223 7
10841327 10841615 4
10841723 10848780 33
10848857 10850903 16
10850997 10851216 4
10851317 10852230 17
10852292 10852537 34
10852613 10855032 1
10855119 10863863 24
10863940 10865919 19
10866026 10869057 16
10869057 10872657 1
10872778 10873001 34
10873063 10873313 4
10873392 10873883 13
10873949 10877387 19
10877449 10877827 7
10877945 10878202 4
10878300 10878867 13
10878950 10879732 17
10879801 10880367 2
10880481 10902307 24
10902430 10902982 7
10903098 10903332 4
10903410 10916140 24
10916376 10916695 4
10916815 10917237 2
10917351 10917800 13
10917904 10918235 4
10918300 10918816 7
10918915 10919830 3
10919910 10920069 5
10920155 10920556 15
10920639 10922268 1
10922346 10922851 7
10922914 10923134 4
10923210 10925618 19
10925697 10926107 14
10926179 10929711 16
10929798 10930180 7
10930264 10930509 4
10930602 10933724 1
10933857 10934175 34
10934249 10934714 13
10934832 10937179 19
10937245 10944972 24
10945093 10945405 7
10945482 10945669 4
10945750 10946218 13
10946336 10946618 4
10946708 10947104 7
10947171 10947353 4
10947433 10948493 17
10948575 10954257 19
10954343 10957141 35
10957206 10960806 1
10960954 10961468 7
10961547 10961731 4
10961795 10963842 19
10963917 10964326 13
10964441 10967939 35
10967999 10968578 2
10968644 10994805 24
10994959 10995259 7
10995372 11003806 24
11004003 11004942 3
11005004 11005164 5
11005267 11005826 7
11005915 11006188 4
11006260 11006656 2
11006720 11007200 13
11007280 11007627 4
11007737 11008294 15
11008414 11009846 1
11009958 11010382 7
11010473 11010700 4
11010787 11013286 35
11013370 11015815 16
11015889 11016170 4
11016264 11018304 1
11018435 11018783 34
11018880 11019523 17
11019627 11021518 19
11021625 11021865 34
11021985 11022200 4
11022284 11022784 7
11022901 11023169 4
11023239 11024019 17
11024101 11032648 24
11032715 11034312 17
11034390 11038213 19
11038290 11038946 17
11039051 11039726 12
11039820 11040175 4
11040283 11042448 35
11042522 11043027 13
11043117 11045781 35
11045891 11051346 19
11051419 11051938 2
11052026 11052316 4
11052426 11054315 16
11054315 11057915 1
11058003 11058587 2
11058694 11082346 24
11082474 11083045 7
11083119 11083325 4
11083439 11094594 24
11094818 11095547 3
11095669 11096079 2
11096183 11096378 4
11096490 11097060 7
11097157 11097484 4
11097557 11098001 13
11098082 11098437 4
11098549 11098868 15
11098973 11100177 1
11100259 11103336 16
11103454 11103741 4
11103849 11106422 1
11106563 11106850 34
11106924 11107107 4
11107201 11107526 13
11107635 11107825 34
11107926 11109408 19
11109492 11110318 17
11110380 11118302 24
11118459 11118812 7
11118888 11119072 4
11119146 11119644 13
11119714 11119990 4
11120056 11120594 7
11120663 11123513 19
11123584 11124119 2
11124225 11124652 7
11124768 11125036 4
11125121 11125538 7
11125656 11125971 4
11126090 11128888 16
11128888 11132488 1
11132638 11132897 34
11132963 11133791 12
11133856 11136351 19
11136457 11136735 34
11136829 11137181 4
11137253 11139442 19
11139503 11139965 2
11140074 11160765 24
11160909 11161324 7
11161418 11161633 4
11161712 11176007 24
11176242 11177165 3
11177306 11177814 7
11177883 11178174 4
11178240 11178747 2
11178854 11179315 13
11179392 11179616 4
11179697 11180066 15
11180128 11181426 1
11181568 11181908 4
11182002 11182487 13
11182556 11185912 19
11185994 11189078 16
11189195 11189498 4
11189570 11192543 1
11192669 11193012 34
11193110 11193304 4
11193413 11193640 34
11193700 11193960 4
11194055 11194584 13
11194699 11196270 19
11196335 11205075 24
11205158 11205583 7
11205644 11205832 4
11205908 11206363 13
11206434 11206755 7
11206856 11207167 4
11207244 11211717 19
11211781 11212491 12
11212562 11213473 17
11213583 11218750 19
11218815 11219412 7
11219520 11219728 4
11219836 11221853 35
11221916 11222261 7
11222351 11222698 4
11222777 11229317 19
11229435 11229888 2
11229991 11230562 13
11230657 11230979 34
11231069 11234669 1
11234745 11235254 2
11235360 11258899 24
11259056 11259596 7
11259660 11259902 4
11259982 11271161 24
11271394 11271600 4
11271678 11271981 2
11272107 11272545 13
11272629 11272969 4
11273063 11273770 3
11273940 11274278 7
11274352 11274631 4
11274708 11275047 15
11275151 11276541 1
11276603 11279964 16
11280033 11282013 19
11282127 11282483 4
11282559 11285169 1
11285229 11293123 24
11293290 11293668 7
11293750 11295835 19
11295939 11298444 16
11298444 11302044 1
11302215 11302515 34
11302610 11303308 12
11303403 11303722 4
11303841 11304256 13
11304347 11307445 35
11307563 11308141 2
11308213 11308491 4
11308568 11309140 13
11309232 11311434 19
11311507 11312014 2
11312108 11332990 24
11333156 11333622 7
11333702 11347576 24
11347795 11348087 4
11348167 11348712 2
11348825 11349006 4
11349087 11349479 13
11349554 11350397 3
11350511 11350866 5
11350981 11351377 7
11351451 11351644 4
11351729 11352314 15
11352386 11354108 1
11354182 11354662 7
11354765 11355039 4
11355131 11358490 19
11358559 11360369 16
11360484 11360825 4
11360900 11362350 19
11362436 11362915 7
11363033 11363271 4
11363340 11363832 7
11363912 11364097 4
11364179 11365039 17
11365154 11367534 1
11367534 11367831 4
11367895 11368625 17
11368699 11370918 19
11370983 11378706 24
11378814 11380541 17
11380631 11383997 19
11384107 11384407 34
11384482 11385115 12
11385223 11387489 35
11387552 11387976 13
11388052 11394843 19
11394941 11397345 16
11397345 11400945 1
11401025 11401548 2
11401630 11416258 24
11416429 11417000 7
11417065 11437187 24
11437422 11437606 4
11437692 11438569 3
11438648 11438863 5
11438965 11439489 13
11439586 11439802 4
11439880 11440449 7
11440564 11440895 4
11440973 11441477 2
11441610 11441806 4
11441866 11442261 15
11442336 11443724 1
11443879 11444136 4
11444251 11444562 13
11444629 11444997 7
11445085 11445327 4
11445435 11451980 33
11452048 11453851 16
11454011 11454195 34
11454301 11457030 1
11457091 11464867 24
11464994 11465446 7
11465540 11465848 4
11465963 11467023 17
11467092 11470379 19
11470462 11473796 16
11473796 11477396 1
11477575 11477905 4
11477975 11478297 13
11478374 11481658 35
11481757 11482346 13
11482455 11482959 2
11483026 11487680 19
11487753 11488124 2
11488217 11516892 24
11517036 11517574 7
11517651 11517912 4
11518020 11523552 24
11523765 11524505 3
11524665 11525002 13
11525067 11525368 2
11525466 11525937 7
11526035 11526331 4
11526424 11526875 15
11526961 11528265 1
11528396 11528647 4
11528747 11529101 13
11529207 11531849 35
11531922 11535366 16
11535454 11535786 4
11535869 11537793 1
11537793 11538067 4
11538139 11538563 7
11538634 11538934 4
11538996 11539591 13
11539667 11540204 7
11540269 11540591 4
11540658 11540881 34
11540998 11541336 4
11541453 11542294 17
11542375 11550501 24
11550572 11551053 7
11551167 11551357 4
11551431 11551750 13
11551833 11552045 4
11552115 11552439 7
11552524 11555307 19
11555381 11556133 17
11556206 11556738 2
11556843 11557988 17
11558070 11558602 2
11558665 11559440 17
11559554 11560366 12
11560450 11563263 35
11563325 11563897 13
11563973 11570122 19
11570184 11573010 16
11573010 11576610 1
11576677 11577074 2
11577184 11595915 24
11596066 11596527 7
11596618 11612552 24
11612797 11613822 3
11613909 11614132 5
11614219 11614705 2
11614805 11615304 13
11615369 11615638 4
11615752 11616292 7
11616363 11616544 4
11616639 11617022 15
11617114 11618473 1
11618549 11621908 16
11622080 11622269 34
11622388 11624987 1
11625142 11625484 34
11625598 11627341 19
11627427 11627938 13
11628005 11629692 19
11629752 11637286 24
11637363 11637797 7
11637876 11638137 4
11638240 11640034 17
11640098 11641987 19
11642058 11644497 16
11644497 11648097 1
11648225 11648556 4
11648659 11655845 19
11655952 11658200 35
11658260 11658723 2
11658820 11677040 24
11677216 11677683 7
11677769 11694414 24
11694610 11694921 4
11694984 11695493 13
11695521 11695994 7
11696063 11696990 3
11697140 11697655 2
11697770 11698032 4
11698109 11698554 15
11698624 11700347 1
11700497 11700977 14
11701050 11701400 7
11701492 11701843 4
